Brand,Model,Year_of_Manufacture,Condition,Transmission,Fuel_Type,Engine_Capacity,Mileage,Price_LKR
Daihatsu,Mira,2025,Reconditioned,CVT Automatic,Petrol,660,3475,7450000
Ssang Yong,Tivoli,2017,Used,Automatic,Petrol,1597,125000,7800000
Toyota,Harrier,2019,Used,Automatic,Petrol,2000,42960,36500000
Toyota,Raize,2026,Brand New,Automatic,Petrol,1200,0,14800000
Honda,Vezel,2023,Reconditioned,Automatic,Hybrid,1500,18000,17875000
Mitsubishi,Eclipse Cross,2018,Used,Automatic,Petrol,1500,90000,12750000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19300000
Toyota,Land Cruiser Sahara,2000,Used,Automatic,Petrol,4700,148000,13300000
Kia,Syros,2026,Brand New,Automatic,Petrol,1000,15,13800000
Toyota,Axio,2015,Used,Automatic,Hybrid,1500,0,9800000
Mitsubishi,Lancer,1980,Used,Manual,Petrol,1400,80138,1390000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1490,10,20900000
Nissan,Sunny,2003,Used,Automatic,Petrol,1300,137000,4250000
Volvo,S80,2000,Used,Automatic,Petrol,2000,170000,2750000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1490,10,20900000
Nissan,Presea,1995,Used,Automatic,Petrol,1500,150000,3200000
Nissan,AD Wagon,1992,Used,Automatic,Diesel,1800,169000,2250000
Toyota,Roomy,2025,Reconditioned,Automatic,Petrol,1000,3000,10950000
Volvo,S60,2004,Used,Automatic,Petrol,2000,160000,3800000
BYD,BYD Atto 3,2024,â¢ Personally used,Automatic,Electric,150,35000,15500000
Toyota,Raize,2024,Used,Automatic,Petrol,1200,17800,12250000
Toyota,Carina,1988,Used,Manual,Petrol,1550,261462,1050000
DFSK,Glory,2022,Used,Automatic,Petrol,1499,36000,9900000
Honda,Civic,1985,Used,Manual,Petrol,1300,10000,1100000
Honda,Vezel,2025,New,Automatic,Hybrid,1500,11000,19450000
Tata,Indigo,2015,Used,Manual,Petrol,1200,104000,3350000
Perodua,Viva Elite,2011,Used,Automatic,Petrol,1000,105000,4875000
Honda,Vezel,2026,Brandnew,Automatic,Hybrid,1500,20,19900000
Honda,Vezel,2025,New,Automatic,Hybrid,1500,6000,18985000
Suzuki,Spacia,2025,Reconditioned,Automatic,Hybrid,650,950,9350000
Nissan,X-Trail,2005,Used,Manual,Petrol,2500,130000,6200000
Kia,Rio,2001,Used,Manual,Petrol,1350,160000,2375000
Daihatsu,Mira,2025,Reconditioned,Automatic,Petrol,650,3500,7190000
Toyota,Aqua,2012,Used,Automatic,Hybrid,1490,154000,7375000
Toyota,Vitz,2018,Used,Automatic,Petrol,1000,56000,8600000
Honda,Vezel,2026,Import,Automatic,Hybrid,1500,20,19178000
Daihatsu,Mira,2025,Reconditioned,Automatic,Petrol,650,3500,7190000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1490,16,20000000
Land Rover,Defender,2025,Brand New,Tiptronic,Hybrid,2000,70,80500000
Kia,Sorento,2012,Used,Automatic,Diesel,2200,89000,11250000
Daihatsu,Mira,2025,Reconditioned,Automatic,Petrol,650,5000,7950000
Toyota,HiLux,2024,Used,Tiptronic,Diesel,2800,10000,28900000
Nissan,X-Trail,2015,Used,Automatic,Hybrid,2000,168703,9250000
Audi,A5,2018,Used,Automatic,Petrol,1400,72000,24000000
Suzuki,Wagon R,2026,Brand New,Automatic,Petrol,650,6,8690000
Toyota,Raize,2026,Brandnew,Automatic,Hybrid,1200,15,14850000
Isuzu,Rodeo,1987,Used,Manual,Diesel,2238,200000,2800000
Peugeot,5008,2025,Brand New,Automatic,Hybrid,1200,30,38500000
Hyundai,Santa Fe,2011,Used,Automatic,Petrol,2400,176987,6775000
Toyota,Raize,2024,Used,Automatic,Petrol,1000,24800,11425000
Suzuki,Wagon R,2026,Brand New,Automatic,Petrol,650,0,8230000
Nissan,March,1987,Used,Manual,Petrol,1300,238617,1080000
Toyota,Yaris Ativ,2025,Showroom Condition,CVT Automatic,Petrol,1200,3772,16200000
Vauxhall,Corsa,2013,Used,Automatic,Petrol,1000,40000,5390000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11975000
Peugeot,5008,2019,Used,Automatic,Petrol,1200,131000,14900000
Toyota,Fortuner,2012,Used,Automatic,Petrol,2700,140000,14475000
Nissan,Dayz,2016,Used,Automatic,Petrol,660,60000,6150000
Toyota,Roomy,2025,Reconditioned,Automatic,Petrol,996,7948,11900000
Toyota,Urban Cruiser Taisor,2025,Used,Automatic,Petrol,1000,8600,11200000
Toyota,Hilux,2016,Used,Automatic,Diesel,2800,101600,19000000
BYD,Sealion 6,2024,Used,Automatic,Petrol,1500,10000,20250000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11900000
Volkswagen,Tiguan,2018,Used,Automatic,Petrol,1500,65800,17500000
Toyota,Yaris,2024,Brand New,Automatic,Petrol,1000,9000,10275000
BYD,Sealion 6,2025,Used,Automatic,Hybrid,1500,9433,22000000
Toyota,Harrier,2014,Used,Automatic,Hybrid,2400,123000,18100000
Suzuki,Spacia,2024,Brand New,Automatic,Hybrid,650,2000,9700000
Suzuki,Wagon R,2018,Used,Automatic,Hybrid,660,108000,7190000
Toyota,Aqua,2012,Used,Automatic,Hybrid,1496,103000,7800000
Toyota,Axio,2014,Used,Automatic,Hybrid,1500,142000,9600000
Toyota,Vitz,2010,â Running Condition 100%,Automatic,Petrol,990,111231,5850000
Kia,Sonet,2026,Used,Tiptronic,Petrol,1000,6200,11500000
Nissan,Sunny,2000,Used,Automatic,Petrol,1500,150000,4450000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1490,10,20900000
Suzuki,XBee,2024,Used,Automatic,Petrol,1000,35000,10200000
Toyota,Land Cruiser Prado,2007,Used,Automatic,Petrol,2700,195000,15800000
BMW,X1,2024,Reconditioned,Automatic,Petrol,1500,4000,36000000
Toyota,Hilux,2024,Brand New,Automatic,Diesel,2400,1500,24800000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,61,14890000
Toyota,Premio,2017,Used,Automatic,Petrol,1500,128173,15200000
Suzuki,Swift,2001,Used,Automatic,Petrol,1320,150231,4385000
Suzuki,Wagon R FX,2025,Used,Automatic,Petrol,650,11000,7900000
Honda,CRV,2025,Brand New,Automatic,Petrol,1490,0,30750000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14400000
Suzuki,Wagon R,2018,Used,Automatic,Hybrid,660,79000,7400000
Honda,Vezel,2025,Brand New,Automatic,Hybrid,1500,100,18950000
Toyota,Yaris,2025,Reconditioned,Automatic,Petrol,1000,1350,10850000
Perodua,Viva Elite,2011,Used,Automatic,Petrol,1000,150000,4550000
Mercedes Benz,S300,2007,Used,Automatic,Petrol,2999,100000,15500000
Toyota,Roomy,2025,Reconditioned,Automatic,Petrol,1000,3000,10950000
Audi,Q5,2011,Used,Automatic,Petrol,2000,190000,11500000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19500000
Toyota,Passo,2007,Used,Automatic,Petrol,1000,130601,4885000
Toyota,Prius,2012,Used,Automatic,Hybrid,1790,218000,11000000
Suzuki,Swift,2008,Used,Automatic,Petrol,1300,129771,5800000
Hyundai,Tucson,2007,Used,Automatic,Petrol,2000,192770,6300000
Nissan,Roox,2026,Brand New,Automatic,Petrol,660,0,11250000
BMW,318i,2018,Used,Automatic,Petrol,1500,56000,20500000
Toyota,Land Cruiser Prado,2011,Used,Automatic,Petrol,2690,73150,29000000
Suzuki,Wagon R ZX,2026,Brand New,Automatic,Petrol,660,0,9550000
Suzuki,Wagon R ZX,2026,Brand New,Automatic,Petrol,660,0,9750000
Land Rover,Range Rover,2018,Used,Automatic,"Petrol, Electric",2000,98000,51500000
Suzuki,Wagon R,2026,Brand New,Automatic,Petrol,660,0,8550000
Toyota,Corolla,2026,Brand New,Automatic,Hybrid,1800,0,31200000
Volkswagen,T-Cross,2024,Reconditioned,Automatic,Petrol,1000,12000,14450000
Toyota,Yaris,2024,Brand New,Automatic,Petrol,1000,8200,10750000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,20850000
Jeep,Gladiator Rubicon,2025,Used,Automatic,Petrol,3600,4000,39000000
Nissan,Dayz,2025,Import,Automatic,Petrol,660,1000,7950000
Daihatsu,Thor,2024,Reconditioned,Automatic,Petrol,1000,8500,10500000
Toyota,Land Cruiser Prado,2026,Brand New,Automatic,Petrol,2700,0,64990000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,21250000
BMW,X2,2018,Recondition,Tiptronic,Petrol,15,38000,19800000
Daihatsu,Mira,2025,Brand New,CVT Automatic,Petrol,660,0,7450000
BMW,X1,2025,Reconditioned,Automatic,Petrol,1500,11000,33300000
Suzuki,Wagon R ZX,2026,Brand New,Automatic,Petrol,660,0,9550000
Micro,Rexton,2008,Used,Tiptronic,Diesel,2700,260000,6400000
Toyota,Raize,2026,Brand New,Automatic,Petrol,1200,0,14800000
Honda,Vezel,2026,Import,Automatic,Hybrid,1500,60,19150000
Suzuki,Wagon R FX,2025,Brand New,Automatic,Petrol,650,3700,7995000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19700000
Suzuki,Wagon R ZX,2026,Brand New,Automatic,Petrol,660,0,9750000
Audi,A4,2017,Used,Automatic,Petrol,1400,29000,17750000
Toyota,Vellfire,2025,Brand New,Automatic,Petrol,2500,0,57500000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,6,21400000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,660,0,7650000
Toyota,Yaris,2025,Used,Automatic,Petrol,1000,10600,9125000
Toyota,Yaris,2025,Brand New,Automatic,Petrol,1000,0,11650000
Daihatsu,Mira,2024,Reconditioned,Automatic,Petrol,660,3400,7350000
BMW,X1,2018,Used,Automatic,Petrol,1500,88000,14490000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19450000
Toyota,Crown,2025,Reconditioned,Automatic,Petrol,2500,8000,57500000
Volkswagen,T-Cross,2023,Reconditioned,Automatic,Petrol,1000,4000,14850000
BMW,X5 eDrive,2016,Used,Automatic,Hybrid,2000,85000,23000000
Toyota,Yaris Cross,2026,Brand New,Automatic,Hybrid,1500,0,18950000
Suzuki,Wagon R ZX,2026,Brand New,Automatic,Petrol,660,0,9750000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,5,14700000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,15350000
BMW,520d,2013,Used,Automatic,Diesel,2000,88000,21000000
Suzuki,Wagon R,2026,Brand New,Automatic,Hybrid,660,0,9700000
Toyota,Corolla,2008,Used,Automatic,Petrol,1590,220000,6300000
Suzuki,Wagon R,2017,Used,Automatic,Hybrid,660,56900,6600000
Suzuki,Other Model,2024,Brand New,Automatic,Petrol,660,5000,5290000
Toyota,Yaris Ativ,2025,Brand New,Automatic,Hybrid,1500,0,18500000
DFSK,Glory,2022,Used,Automatic,Petrol,1500,32950,9800000
Toyota,Raize,2025,Reconditioned,Automatic,Hybrid,1200,5000,13790000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,50,18675000
Suzuki,Alto,2015,Used,Manual,Petrol,796,119788,4095000
Nissan,Dayz,2024,Reconditioned,Automatic,Petrol,660,4100,7975000
Nissan,Dayz,2026,Brand New,Automatic,Hybrid,650,0,9350000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,660,5000,7290000
Mitsubishi,Montero,2013,Used,Automatic,Diesel,3200,25000,25500000
Suzuki,Alto,2014,Used,Manual,Petrol,800,55000,2997500
Suzuki,Every,2012,Used,Automatic,Petrol,650,163672,5695000
Kia,Stonic,2019,Used,Tiptronic,Petrol,1000,88000,9700000
Nissan,Patrol,2013,Used,Automatic,Diesel,3000,133079,25000000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11025000
Nissan,Sunny,2007,Used,Manual,Petrol,1300,118000,5025000
Toyota,CHR,2017,Used,Automatic,Petrol,1200,22000,13500000
Hyundai,Trajet,2001,Used,Automatic,Petrol,1975,114543,3600000
Daihatsu,Mira,2026,Brand New,Automatic,Petrol,660,10,6690000
Toyota,Roomy,2024,Reconditioned,Automatic,Petrol,990,7999,10490000
Toyota,Premio,2010,Used,Automatic,Petrol,1500,154000,9850000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,10950000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,6,14700000
Toyota,Raize,2025,Brand New,Automatic,Petrol,1000,0,14175000
Daihatsu,Mira,2026,Brand New,Automatic,Petrol,660,0,7975000
Suzuki,Wagon R ZX,2026,Brand New,Automatic,Petrol,660,0,9750000
Toyota,Yaris,2026,Brand New,Automatic,Petrol,1000,0,11750000
Toyota,Yaris,2026,Brand New,Automatic,Petrol,1000,0,11990000
Suzuki,Wagon R FX,2024,Reconditioned,Automatic,Petrol,660,7000,8200000
Toyota,Yaris,2026,Brand New,Automatic,Petrol,1000,0,11975000
Suzuki,Wagon R Stingray,2017,Used,Automatic,Petrol,660,97000,7390000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,0,11900000
Honda,Vezel,2026,Import,Automatic,Hybrid,1500,60,19150000
Daihatsu,Taft,1979,Used,Manual,Diesel,2500,100000,2090000
Toyota,Yaris,2023,Reconditioned,Automatic,Petrol,1000,8100,9475000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,6,11800000
Suzuki,Alto,2016,Used,Automatic,Petrol,660,56000,5675000
Mercedes Benz,GLB 180,2024,New,Automatic,Petrol,1300,2800,39500000
Toyota,Yaris,2024,Brand New,Automatic,Petrol,1000,0,11450000
Toyota,Raize,2024,Reconditioned,Automatic,Petrol,660,14000,13550000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,660,0,6975000
Mitsubishi,Lancer,2008,Used,Automatic,Petrol,1500,101000,9750000
Nissan,Dayz,2026,Brand New,Automatic,Petrol,660,5,9250000
Toyota,Axio,2016,Used,Automatic,Hybrid,1500,116000,12300000
Toyota,Other Model,2026,Brand New,Automatic,Diesel,2750,0,31200000
Toyota,Yaris,2026,Brand New,Automatic,Petrol,1000,0,11250000
Toyota,Camry,1990,Used,Automatic,Diesel,1990,92000,2650000
Nissan,Dayz,2026,Brand New,Automatic,Petrol,660,5,9250000
Honda,Fit Aria,2006,Used,Automatic,Petrol,1500,156000,5295000
Toyota,Yaris,2026,Brand New,Automatic,Petrol,1000,0,11975000
Daihatsu,Mira,2026,Brand New,CVT automatic,Petrol,660,0,7975000
Nissan,Pulsar,1997,Used,Automatic,Diesel,1970,160000,2690000
Toyota,Yaris,2025,Brand New,Automatic,Petrol,1000,5000,11675000
Toyota,Other Model,2026,Brand New,Automatic,Diesel,2750,0,31500000
Mazda,Familia,1991,Used,Manual,Petrol,1500,100000,2000000
Suzuki,Wagon R,2016,Used,Automatic,Hybrid,650,65000,6200000
Toyota,Hilux,2026,Brand New,Automatic,Diesel,2800,5,31300000
Mercedes Benz,GLB 180,2025,New,Automatic,Petrol,1300,10000,39500000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,21250000
DFSK,Glory,2021,Used,Automatic,Petrol,1500,46000,9250000
Toyota,Prius,2013,Used,Automatic,Hybrid,1800,220000,11500000
Land Rover,Discovery,2016,Used,Automatic,Diesel,3000,110000,29850000
Suzuki,Wagon R,2026,Brand New,Automatic,Petrol,650,0,8240000
Land Rover,Discovery 5,2017,Used,Automatic,Diesel,2000,68000,29900000
Audi,A5,2019,Used,Automatic,Petrol,1400,22000,25450000
Daihatsu,Mira,2025,Brand New,Automatic,Petrol,650,3600,7475000
Toyota,Raize,2025,Brandnew,Automatic,Hybrid,1200,25,14395000
Toyota,Land Cruiser Sahara,2004,Used,Manual,Diesel,4200,82000,20350000
Land Rover,Range Rover,2018,Used,Automatic,Petrol,2000,100000,41450000
Toyota,Axio,2018,Used,Automatic,Hybrid,1500,59000,13500000
Mercedes Benz,E240,2002,Used,Automatic,Petrol,2600,148000,7450000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,990,40,11775000
Suzuki,Wagon R,2024,Brand New,Automatic,Hybrid,650,0,8975000
Toyota,Hilux,2025,Brand New,Automatic,Diesel,2800,0,28500000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14590000
Toyota,CHR,2018,Used,Automatic,Petrol,1200,60000,14000000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,20900000
Suzuki,Wagon R FX,2017,Used,Automatic,Hybrid,660,81500,6465000
Toyota,Yaris Cross,2026,Brand New,Automatic,Hybrid,1500,0,18890000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14700000
Toyota,Vitz,2018,Used,Automatic,Petrol,1000,95000,8450000
Toyota,Hilux,1997,Used,Manual,Diesel,2440,180000,3985000
Honda,Vezel,2018,Used,Automatic,Petrol,1500,55000,2018
Suzuki,Alto,2015,Used,Manual,Petrol,800,120000,4240000
Toyota,Raize,2025,Used,Automatic,Hybrid,1200,1805,14700000
Toyota,Raize,2025,Brand New,Automatic,Hybrid,1200,0,14500000
Daihatsu,Rocky,2026,Brand New,Automatic,Hybrid,1198,250,14500000
Toyota,Land Cruiser,2025,Brand New,Automatic,Petrol,3500,3000,93500000
Mercedes Benz,GLB 200 AMG Premium Plus UK,2025,Brand New,Automatic,Petrol,1300,0,46000000
Toyota,Raize Z,2026,Brand New,Automatic,Hybrid,1200,0,14750000
Daihatsu,Mira,2025,Reconditioned,Automatic,Petrol,650,1616,7550000
Nissan,Dayz,2026,Brand New,Automatic,Hybrid,650,1,9375000
Toyota,Yaris Cross,2026,Brand New,Automatic,Hybrid,1500,0,17850000
Nissan,Dayz,2025,Brand New,Automatic,Hybrid,650,2,9175000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,0,19550000
Mitsubishi,Lancer,1979,Used,Manual,Petrol,1400,500000,680000
Toyota,Land Cruiser,2011,Used,Automatic,Petrol,4600,102000,45700000
Toyota,Prius,2011,Used,Automatic,Hybrid,1790,133034,9575000
Suzuki,Wagon R ZX,2026,Brand New,Automatic,Hybrid,660,0,9275000
Toyota,Yaris,2008,Used,Manual,Petrol,1300,119075,8000000
Nissan,March,2000,Used,Automatic,Petrol,1000,120833,3495000
Toyota,Taisor,2026,Brand New,Automatic,Petrol,1000,1,12250000
Toyota,Land Cruiser Prado,1998,Used,Manual,Diesel,2800,235000,11275000
Toyota,Raize,2023,Reconditioned,Automatic,Hybrid,1200,7762,14195000
Micro,Kyron,2011,Used,Automatic,Diesel,2000,167027,7695000
Daihatsu,Mira,2024,Reconditioned,CVT Automatic,Petrol,660,2900,7350000
Toyota,Corolla,1996,Used,Manual,Petrol,1330,130000,2850000
Daihatsu,Tanto,2024,Reconditioned,Automatic,Petrol,650,10900,8050000
Daihatsu,Mira,2025,Reconditioned,CVT Automatic,Petrol,660,3900,7450000
Kia,Picanto,2016,Used,Automatic,Petrol,1000,128330,5795000
Daihatsu,Mira,2025,Reconditioned,CVT Automatic,Petrol,660,2064,7450000
DFSK,Glory,2023,Used,Automatic,Petrol,1500,15000,10750000
Toyota,Raize,2024,Used,Automatic,Hybrid,1196,6400,14400000
Suzuki,Wagon R Stingray,2017,Used,Automatic,Petrol,660,97000,7390000
Suzuki,Wagon R,2026,Brand New,Automatic,Hybrid,660,0,9300000
Toyota,Raize,2026,Import,Automatic,Hybrid,1200,20,13645000
Ford,Raptor Ranger,2024,Used,Automatic,Diesel,3000,12000,26500000
Daihatsu,Mira,2025,Reconditioned,CVT Automatic,Petrol,660,6800,7450000
Daihatsu,Rocky,2025,Reconditioned,Automatic,Petrol,1000,0,14300000
Peugeot,407,2007,Used,Manual,Petrol,2000,137000,5195000
Daihatsu,Mira,2026,Brand New,CVT automatic,Petrol,660,0,7975000
Audi,Q3,2024,Import,Automatic,Petrol,1500,2600,30990000
Toyota,Raize,2026,Brand New,Automatic,Hybrid,1200,0,14500000
Nissan,Sunny,1987,Used,Manual,Petrol,1270,279127,1750000
Toyota,Aqua,2013,Used,Automatic,Hybrid,1496,162000,7390000
Toyota,Yaris,2023,Import,Automatic,Petrol,1000,20200,10890000
Kia,Sorento,2011,Used,Automatic,Diesel,2199,178500,11000000
Daihatsu,Mira,2025,Reconditioned,CVT Automatic,Petrol,660,2390,7450000
Daihatsu,Rocky,2025,Brand New,Automatic,Hybrid,1200,450,13675000
Toyota,Raize,2026,Brand New,Automatic,Petrol,1000,0,14650000
Toyota,Vitz,2018,Used,Automatic,Petrol,1000,63863,8850000
Daihatsu,Mira,2025,Reconditioned,Automatic,Petrol,660,2500,7150000
Toyota,Yaris,2024,Reconditioned,Automatic,Petrol,1000,9800,10750000
Hyundai,Venue,2019,Used,Automatic,Petrol,1000,92700,8990000
Mitsubishi,Montero,2014,Used,Tiptronic,Diesel,2500,174000,15750000
Suzuki,Wagon R,2026,Brand New,Automatic,Petrol,660,0,8550000
Toyota,Land Cruiser Sahara,2008,Used,Automatic,Petrol,4600,136500,38990000
Toyota,Starlet,1996,Used,Automatic,Petrol,1300,218321,3795000
Ford,Raptor Ranger,2025,Brand New,10-Speed Automatic,Petrol,2000,0,35950000
Toyota,Tercel,1996,Used,Automatic,Petrol,1300,284911,3095000
Volkswagen,T-Cross,2024,Reconditioned,Automatic,Petrol,1000,2000,15950000
Toyota,Aqua,2012,Used,Automatic,Hybrid,1490,154000,7375000
Honda,Vezel,2026,Brand New,Automatic,Petrol,1500,0,17350000
Mitsubishi,Outlander,2015,Used,Automatic,Hybrid,1990,101200,12950000
Suzuki,Wagon R FX,2024,Reconditioned,Automatic,Petrol,650,7000,7750000
BMW,520d,2014,Used,Automatic,Diesel,2000,118000,21450000
Toyota,Raize,2025,Brand New,Automatic,Petrol,1000,0,13500000
Toyota,Vitz,2007,Used,Automatic,Petrol,1290,99370,5800000
Toyota,Raize,2025,Used,Automatic,Hybrid,1200,3000,13750000
Mitsubishi,Montero,2011,Used,Automatic,Diesel,2500,153000,12800000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,30,11790000
BMW,520d,2012,Used,Automatic,Diesel,2000,88000,17250000
Honda,Fit Shuttle,2016,Used,Automatic,Hybrid,1500,85000,11500000
Mitsubishi,Outlander,2013,Used,Automatic,Hybrid,2000,153000,11950000
Suzuki,Wagon R ZX,2026,Brand New,Automatic,Hybrid,660,0,9650000
Mitsubishi,Triton GSR,2024,Used,Tiptronic,Diesel,2400,16000,25000000
Toyota,Vanguard,2013,Used,Automatic,Petrol,2360,196000,11550000
Suzuki,Fronx,2026,Brand New,Automatic,Petrol,1000,10,11650000
Daihatsu,Mira,2026,Brand New,Automatic,Petrol,650,10,8490000
Toyota,Harrier,2014,Used,Automatic,Hybrid,2490,177000,16990000
Ford,Raptor Ranger,2019,Used,Automatic,Diesel,2000,170000,18500000
Toyota,Hilux,2018,Used,Tiptronic,Diesel,2800,125000,19500000
Toyota,Carina,1998,Used,Automatic,Petrol,1500,159000,5350000
BMW,i8,2019,Used,Tiptronic,Hybrid,1500,14000,45000000
Kia,Syros,2026,Brand New,Automatic,Petrol,1000,10,13800000
BMW,X1,2016,Used,Automatic,Petrol,1490,84000,17250000
Kia,Syros,2026,Brand New,Automatic,Petrol,1000,15,13990000
Toyota,Sienta,2016,Used,Automatic,Hybrid,1500,60000,12000000
Suzuki,Swift,2017,Used,Automatic,Petrol,1000,102000,7990000
Suzuki,Wagon R,2026,Brand New,Automatic,Petrol,660,0,8390000
Toyota,Premio,2016,Used,Automatic,Petrol,1500,108000,15200000
Suzuki,Spacia,2026,Brand New,Automatic,Hybrid,660,0,10790000
Suzuki,Wagon R FX,2018,Used,Automatic,Hybrid,650,108652,6390000
Toyota,Premio,2018,Used,Automatic,Petrol,1500,83000,16350000
Honda,Vezel,2014,Used,Automatic,Hybrid,1500,170000,9550000
DFSK,Glory,2022,Used,Automatic,Petrol,1500,32950,9800000
Toyota,Land Cruiser Prado,2018,Reconditioned,Automatic,Petrol,2800,110000,44500000
Suzuki,Swift,2004,Used,Manual,Petrol,650,125000,3685000
Suzuki,Spacia,2018,Used,Automatic,Hybrid,650,130000,7600000
Toyota,Vitz,2008,Used,Automatic,Petrol,998,141000,5590000
Suzuki,Alto,2015,Used,Manual,Petrol,800,115086,4000000
Toyota,Allion,2019,Used,Automatic,Petrol,1500,49000,16000000
Nissan,Aura,2024,Reconditioned,Automatic,Hybrid,1200,23000,13950000
Mazda,Flair,2023,Reconditioned,Automatic,Petrol,660,13500,7950000
Toyota,Prius,2014,Used,Automatic,Hybrid,1800,160000,11500000
Mitsubishi,Montero,2018,Reconditioned,Automatic,Diesel,3300,110000,29999000
Toyota,Axio,2019,Used,Automatic,Hybrid,1500,83000,13800000
Toyota,Prius,2012,Used,Automatic,Hybrid,1798,180000,11100000
Toyota,Land Cruiser Prado,2024,Brand New,Automatic,Petrol,2700,1000,63500000
Mercedes Benz,E200,2010,Used,Automatic,Petrol,1800,118500,13800000
Nissan,Presea,1994,Used,Manual,Petrol,1490,128000,2100000
BMW,X1,2018,Used,Automatic,Petrol,1500,75000,17500000
BAW,E7,2026,Used,Automatic,Electric,25,0,1000000
Toyota,Raize,2025,Brand New,Automatic,Hybrid,1200,240,13950000
Daihatsu,Mira,2025,Reconditioned,Automatic,Petrol,660,20000,7350000
Toyota,Raize,2025,Brand New,Automatic,Petrol,1200,0,14600000
Toyota,Corolla,2026,Brand New,Automatic,Petrol,1800,0,29500000
Suzuki,Wagon R,2026,Brand New,Automatic,Hybrid,660,0,9300000
Toyota,Roomy,2023,Brand New,Automatic,Petrol,996,47000,10200000
Honda,Vezel,2026,Brand New,Automatic,Hybrid,1500,20,18680000
BAW,E7,2026,Used,Automatic,Electric,25,0,1000000
Toyota,Raize,2025,Brand New,Automatic,Hybrid,1200,240,13950000
Daihatsu,Mira,2025,Reconditioned,Automatic,Petrol,660,20000,7350000
Toyota,Raize,2025,Brand New,Automatic,Petrol,1200,0,14600000
Toyota,Corolla,2026,Brand New,Automatic,Petrol,1800,0,29500000
